LLM_Model,Role,PictureID,Generation_Date,Perceived_Gender,Perceived_Race_Ethnicity,Perceived_Age,Setting,Attire,Props_Count,Technology_Presence,Brightness_Level,Dominant_Color_Palette,Color_Saturation_Intensity,Color_Contrast,Dominant_Emotion,Overall_Impression
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P1,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P2,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P3,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P4,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P5,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P6,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P7,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P8,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P9,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
GPT4o,DevOps Engineer,GPT4o_DevOpsEngineer_P10,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual t-shirt/hoodie, Headphones","Laptops: 1, Screen monitors: 2, Coffee cup: 1 (some)","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional, calm, and stereotypically portrayed male DevOps engineers."
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P1,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,,None,Bright,Neutral colors,Medium saturation,Moderate,Neutral,"Appears confident and well-groomed, with a professional demeanor."
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P2,7/14/2025,Male,White/Caucasian,Young,Indistinct background,"Suit/tie, Safety helmet",,None,Neutral,Cool colors,High saturation,Moderate,Neutral,"Looks serious and focused, visually blending construction and technical professionalism."
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P3,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,,None,Dark,Neutral colors,Low saturation,Low,Neutral,"Portrays a smart, analytical personality with a minimalist tech-professional vibe."
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P4,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,,None,Dark,Neutral colors,Medium saturation,Moderate,Happy,Friendly and professional; confident posture with a subtle smile.
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P5,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,Relaxed and approachable with a casual techie look.
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P6,7/14/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Casual t-shirt/hoodie,,None,Bright,Neutral colors,Low saturation,Moderate,Neutral,"Seasoned and calm; gives the impression of a mature, experienced engineer."
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P7,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,,None,Bright,Neutral colors,Medium saturation,Moderate,Neutral,"Appears young and modern, with a tech-savvy, startup vibe."
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P8,7/14/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Casual t-shirt/hoodie,,None,Neutral,Neutral colors,Medium saturation,Low,Happy,Slight smile and glasses convey friendliness and intelligence.
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P9,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,,None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Casual tech worker with focused gaze and modern eyewear.
Llama4,DevOps Engineer,Llama4_DevOps Engineer_P10,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,,None,Neutral,Cool colors,Medium saturation,Moderate,Happy,"Confident and relaxed, stereotypical modern DevOps engineer look."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P1,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 3, Tools: 2","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Highly engaged, immersed in infrastructure management tasks under focused lighting."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P2,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 3, Mouse: 1","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Disciplined and methodical, deeply concentrated on automation workflows."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P3,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 3, Mouse: 1","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Shows quiet determination, reflective of typical DevOps problem-solving mindset."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P4,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 4, Small potted plant: 1, Tools: 1","Monitor, Code on screens",Neutral,Cool colors,Balanced saturation,Moderate,Neutral,"Balanced and thoughtful, giving the impression of a collaborative engineer."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P5,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 3, Mouse: 1","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Focused and precise, engaged in server or deployment monitoring."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P6,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 3, Mouse: 1","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Tech-oriented posture, immersed in backend configuration or pipeline setup."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P7,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 3, Mouse: 1","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Detail-focused demeanor in a dim-lit, high-tech work environment."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P8,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 3, Mouse: 1","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Demonstrates methodical precision, typical of DevOps pipelines management."
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P9,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 4, Mouse: 1","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,Represents high-intensity multitasking in a cloud infrastructure-focused setting.
Qwen3-235B-A22B,DevOps Engineer,Qwen3-235B-A22B_DevOps Engineer_P10,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 0, Monitors: 4, Mouse: 1","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,Portrays a modern DevOps engineer in control of multiple systems and dashboards.
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P1,7/14/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,"Laptops: 0, Monitors: 0, Whiteboards: 0",No visible technology,Neutral,Cool colors,Medium saturation,Moderate,Happy,"Friendly and professional appearance, calm and approachable demeanor."
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P2,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Headphones, Casual t-shirt/hoodie","Laptops: 0, Monitors: 2","Monitor, Code on screens",Dark,Cool colors,High saturation,High,Happy,"Energetic and confident, presents as a vibrant and modern tech professional."
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P3,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Headphones, Hoodie","Laptops: 1, Monitors: 2","Laptop, Monitor, Code on screens",Dark,Cool colors,High saturation,High,Neutral,"Focused and analytical, deeply engaged in real-time infrastructure monitoring."
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P4,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Headphones, Formal shirt/blazer","Laptops: 0, Monitors: 2","Monitor, Code on screens",Dark,Cool colors,High saturation,Moderate,Neutral,"Poised and intelligent, likely a team lead in a network operations center."
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P5,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Hoodie,"Laptops: 1, Monitors: 1","Laptop, Monitor, Code on screens",Dark,Cool colors,High saturation,High,Neutral,"Sharp and determined, portrays a night-shift DevOps developer resolving incidents."
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P6,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/blazer,"Laptops: 0, Monitors: 2","Monitor, Code on screens",Dark,Cool colors,High saturation,High,Happy,Radiates confidence and leadership; possibly in a managerial DevOps role.
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P7,7/14/2025,Male,East Asian,Young,Open-plan tech workspace,Suit/tie,"Laptops: 0, Monitors: 2","Monitor, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Serious and composed, fits the stereotype of a data-focused DevOps analyst."
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P8,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Headphones, Casual t-shirt/hoodie","Laptops: 0, Monitors: 2","Monitor, Code on screens",Dark,Cool colors,High saturation,High,Neutral,"Immersed and intense, represents a tech-driven problem-solver."
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P9,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Headphones, Hoodie","Laptops: 0, Monitors: 2","Monitor, Code on screens",Dark,Cool colors,High saturation,High,Angry,"Visibly frustrated or concentrated, possibly debugging a deployment issue."
Stable Diffusion,DevOps Engineer,StableDiffusion_DevOps Engineer_P10,7/14/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Hoodie,"Laptops: 0, Monitors: 2","Monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Approachable and enthusiastic, appears confident in his tech environment."
GPT4o,Intern Software Engineer,GPT4o_internSE_P1,7/13/2025,Male,Black/African-descent,Young,Open-plan tech workspace,Casual sweater,"Monitors: 2, Laptops: 0, Mobile phones: 0, Plants: 1","Monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Friendly and approachable, radiates enthusiasm and professionalism as a young engineer."
GPT4o,Intern Software Engineer,GPT4o_internSE_P2,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual sweater,"Monitors: 2, Keyboard: 1, Laptops: 0","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears relaxed and composed, embodying a typical intern focused on learning and tasks."
GPT4o,Intern Software Engineer,GPT4o_internSE_P3,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt,"Monitors: 2, Keyboard: 1","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Well-dressed and professional, gives the impression of a diligent and organized intern."
GPT4o,Intern Software Engineer,GPT4o_internSE_P4,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Monitors: 2, Keyboard: 1","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Focused and serious, fitting the image of a technically engaged software engineering intern."
GPT4o,Intern Software Engineer,GPT4o_internSE_P5,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Monitors: 2, Keyboard: 1","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Composed and attentive, portrays a quiet confidence as a coding intern."
GPT4o,Intern Software Engineer,GPT4o_internSE_P6,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Monitors: 2, Keyboard: 1","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Focused demeanor with a slight seriousness, suggesting dedication to tasks at hand."
GPT4o,Intern Software Engineer,GPT4o_internSE_P7,7/13/2025,Female,Black/African-descent,Young,Open-plan tech workspace,Casual sweater,"Monitors: 2, Keyboard: 1","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Confident and warm, presents a positive and highly competent impression."
GPT4o,Intern Software Engineer,GPT4o_internSE_P8,7/13/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Monitors: 2, Keyboard: 1","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears methodical and collected, reflecting a dedicated work ethic."
GPT4o,Intern Software Engineer,GPT4o_internSE_P9,7/13/2025,Female,Black/African-descent,Young,Open-plan tech workspace,Casual sweater,"Monitors: 2, Keyboard: 1","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Friendly and intelligent impression, suggesting creativity and confidence in the tech field."
GPT4o,Intern Software Engineer,GPT4o_internSE_P10,7/13/2025,Male,Black/African-descent,Young,Open-plan tech workspace,Casual t-shirt,"Monitors: 2, Keyboard: 1","Monitor, Code on screens, Keyboard",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Bright and motivated, displaying a sense of eagerness and growth potential as an intern."
